accommodates;bathrooms;bedrooms;calculated_host_listings_count;guests_included;host_listings_count;latitude;longitude;minimum_nights;number_of_reviews;d_centre;instant_bookable_t;room_type_Entire home/apt;room_type_Private room;room_type_Shared room;price_category
4;1;2;1;1;1;52,37625817;4,893384975;3;15;0,52372715;0;1;0;0;Mid-High
4;2;3;2;1;2;52,37375018;4,887973365;2;0;0,984599053;1;1;0;0;Highest
4;2;3;1;2;1;52,35710634;4,873155126;2;0;3,033213234;0;1;0;0;Highest
4;1;2;4;4;4;52,36353171;4,886822989;2;14;1,938824456;0;1;0;0;Highest
6;3;3;4;1;4;52,38581955;4,908671281;3;0;0,967334277;1;1;0;0;Mid-High
5;2;4;1;1;2;52,37925874;4,893593904;2;28;0,396031547;0;1;0;0;Highest
4;1;2;1;1;1;52,37281367;4,886131293;2;1;1,147151399;0;1;0;0;Mid-High
5;1;2;1;1;1;52,35186421;4,899066926;2;10;3,03657034;0;1;0;0;Mid-High
4;2;3;1;4;1;52,36696753;4,881062758;3;22;1,843207361;0;1;0;0;Mid-High
4;1;2;91;1;103;52,37423854;4,879627852;2;0;1,451683156;1;1;0;0;Mid-High
4;1;2;2;1;2;52,34912201;4,869200162;2;0;3,920688678;0;1;0;0;Mid-High
4;1;2;1;1;1;52,36604176;4,852832658;2;40;3,48270057;0;1;0;0;Mid-High
2;1;1;4;1;4;52,3714941;4,901445151;1;1;0,865944657;1;0;1;0;Mid-High
4;2,5;3;1;4;1;52,38532164;4,886514176;7;0;1,109981264;0;1;0;0;Mid-High
4;1;2;1;1;1;52,37911924;4,893857208;1;7;0,378174766;0;1;0;0;Mid-High
4;1,5;2;3;4;3;52,3718991;4,870698997;4;67;2,110817391;0;1;0;0;Mid-High
4;1,5;1;1;1;1;52,36420778;4,937687324;3;2;3,083558111;0;1;0;0;Mid-High
6;1;3;1;1;1;52,35176887;4,919741196;2;1;3,34423758;0;1;0;0;Mid-High
6;1,5;2;1;1;2;52,37677528;4,944710337;3;61;3,083270777;0;1;0;0;Mid-High
4;1;2;1;2;1;52,36482209;4,895902821;3;1;1,61436954;0;1;0;0;Mid-High
4;1,5;2;3;1;3;52,37011226;4,897364771;2;31;1,018347487;0;1;0;0;Mid-High
4;1,5;4;1;4;1;52,3923044;4,930564026;3;5;2,565720044;0;1;0;0;Mid-High
4;1,5;2;1;2;1;52,37937869;4,884682287;2;20;1,000690337;0;1;0;0;Mid-High
4;1;2;1;3;1;52,3732624;4,892127084;2;3;0,82417068;1;1;0;0;Mid-High
5;1;3;1;1;1;52,37169437;4,949544466;5;0;3,500232858;0;1;0;0;Mid-High
6;1;4;2;4;2;52,33182466;4,904199692;2;13;5,273309392;0;1;0;0;Mid-High
4;2;2;3;2;3;52,37440051;4,87973262;3;3;1,438350693;0;1;0;0;Mid-High
4;2;2;1;1;2;52,36206831;4,901918025;3;0;1,910007017;0;1;0;0;Highest
4;2,5;2;1;1;1;52,37554025;4,878448712;2;7;1,480005233;0;1;0;0;Mid-High
4;1;2;1;2;1;52,34581849;4,897877565;1;8;3,709799522;0;1;0;0;Mid-High
4;1,5;2;1;1;1;52,34829562;4,886997471;5;0;3,535187676;0;1;0;0;Mid-High
4;2;2;5;1;5;52,35057351;4,909673798;5;17;3,254971555;1;1;0;0;Highest
5;1,5;4;1;1;1;52,34600311;4,888099675;1;0;3,76709951;0;1;0;0;Mid-High
6;1;3;8;1;8;52,37356026;4,899380826;3;4;0,625503588;0;1;0;0;Highest
5;1;4;1;1;1;52,34961859;4,875646947;6;0;3,660959663;0;1;0;0;Mid-High
4;2;4;1;8;1;52,37362398;4,935762264;3;4;2,541065148;0;1;0;0;Mid-High
6;1;2;1;2;1;52,36274189;4,941348284;1;55;3,380617015;0;1;0;0;Mid-High
4;1;2;1;1;1;52,35452974;4,890817432;2;2;2,801897958;0;1;0;0;Mid-High
4;1;2;1;4;1;52,37336647;4,873173471;1;14;1,895154772;0;1;0;0;Mid-High
6;1;4;1;3;1;52,35051187;4,83107577;3;6;5,627574784;0;1;0;0;Mid-High
4;2;3;1;1;1;52,37405282;4,890571016;2;8;0,828868457;0;1;0;0;Mid-High
4;1;2;7;1;9;52,37389194;4,900234143;3;0;0,591153068;0;1;0;0;Mid-High
6;2;3;1;1;1;52,34532462;4,870657212;7;0;4,239599379;0;1;0;0;Mid-High
4;1;3;1;1;1;52,3595944;4,899188859;1;0;2,177513605;1;1;0;0;Mid-High
8;4;6;38;4;43;52,38079987;4,891463723;7;2;0,569320323;0;1;0;0;Highest
2;1,5;1;1;1;1;52,34836685;4,853022841;2;1;4,652814024;0;1;0;0;Mid-High
4;1;3;1;4;1;52,37467275;4,882949031;5;12;1,225571335;0;1;0;0;Mid-High
4;1;2;2;4;2;52,36886006;4,885755547;7;1;1,475880014;0;1;0;0;Mid-High
4;2,5;2;91;1;103;52,36827366;4,891555526;2;5;1,325429078;1;1;0;0;Highest
5;1;3;1;4;1;52,35459886;4,874069616;3;0;3,229294439;0;1;0;0;Highest
4;1;1;91;1;103;52,35717312;4,853471159;2;0;3,96359561;1;1;0;0;Highest
2;1;1;1;1;1;52,37473225;4,892083317;1;2;0,702661441;0;1;0;0;Highest
3;1,5;1;1;1;1;52,36889157;4,929270427;3;0;2,325409235;0;1;0;0;Mid-High
4;1;1;2;2;2;52,34401607;4,86540252;2;3;4,53978255;0;1;0;0;Mid-High
4;1;2;25;16;27;52,37803634;4,879864356;2;3;1,333475581;1;1;0;0;Mid-High
5;1;2;1;2;1;52,37219366;4,889115395;2;0;1,045952486;0;1;0;0;Mid-High
4;2;2;1;1;1;52,36912238;4,893479913;2;1;1,189280788;0;1;0;0;Highest
4;1,5;2;1;2;1;52,35623964;4,888619523;3;9;2,653660671;0;1;0;0;Mid-High
8;3;4;25;4;27;52,3571276;4,873052625;2;9;3,035397438;1;1;0;0;Highest
4;2;2;1;2;1;52,37103664;4,88211522;3;12;1,483464445;0;1;0;0;Mid-High
6;2,5;4;1;6;1;52,36756366;4,86775949;3;13;2,507157474;0;1;0;0;Mid-High
8;2;4;1;4;1;52,34825409;5,001477163;2;10;7,731003172;0;1;0;0;Mid-High
4;1;1;1;4;1;52,37404909;4,899452254;2;45;0,571174913;0;1;0;0;Mid-High
4;1;3;10;1;10;52,3576365;4,90242057;2;34;2,403598261;0;1;0;0;Mid-High
6;1;2;3;4;3;52,37745185;4,879571574;2;16;1,360939637;1;1;0;0;Highest
8;1;4;1;1;1;52,37472602;4,863528853;4;5;2,485507069;0;1;0;0;Mid-High
4;1,5;2;1;2;1;52,37371677;4,880823983;3;6;1,401115897;0;1;0;0;Highest
4;2;3;1;1;1;52,37522618;4,893053143;3;0;0,617347004;0;1;0;0;Highest
4;2;5;1;2;1;52,37233954;4,94803987;2;0;3,384313609;1;1;0;0;Highest
4;1;2;1;2;1;52,37554905;4,873600212;2;0;1,798368256;0;1;0;0;Mid-High
4;1;2;1;1;1;52,36431477;4,916865877;3;1;2,032558706;0;1;0;0;Mid-High
4;1,5;3;25;4;27;52,35493862;4,854506435;2;8;4,068664197;1;1;0;0;Mid-High
6;1,5;3;1;1;1;52,34537747;4,895090217;2;0;3,768838723;0;1;0;0;Mid-High
4;1;3;2;4;2;52,37329841;4,947254513;4;3;3,309675772;0;1;0;0;Mid-High
6;2;4;1;4;1;52,35315189;4,879576233;3;3;3,191655737;0;1;0;0;Mid-High
4;1,5;2;1;1;1;52,38525036;4,869350591;3;6;2,148653722;1;1;0;0;Highest
4;1;2;3;1;3;52,36446476;4,903770118;2;20;1,662505523;0;1;0;0;Mid-High
12;2;4;1;6;1;52,39388842;4,911136541;2;8;1,816184969;1;1;0;0;Mid-High
4;0,5;3;1;1;1;52,34881475;4,896686963;3;12;3,380474291;0;1;0;0;Mid-High
10;3;5;1;6;1;52,37894943;4,884757358;3;31;0,995736738;0;1;0;0;Highest
8;2,5;3;2;1;2;52,35667317;4,991134647;2;1;6,706471808;0;1;0;0;Mid-High
4;2;4;1;4;2;52,36940448;4,878931419;4;6;1,765323879;0;1;0;0;Mid-High
4;1;2;1;4;1;52,35112988;4,900201406;1;16;3,118510757;0;1;0;0;Mid-High
4;2;4;5;4;7;52,36237366;4,892340538;3;25;1,929538289;0;1;0;0;Mid-High
4;1;2;1;1;1;52,37722943;4,896887066;2;3;0,277846977;1;1;0;0;Mid-High
4;2;2;1;1;1;52,38806602;4,889742258;3;0;1,185313174;0;1;0;0;Mid-High
4;1;3;1;4;1;52,349687;4,891176654;2;33;3,325917;0;1;0;0;Highest
4;1;2;1;1;1;52,38544632;4,888561868;2;0;1,013430256;0;1;0;0;Highest
4;2;2;1;1;1;52,36973777;4,880808166;3;20;1,642941071;0;1;0;0;Mid-High
4;1;3;2;1;2;52,37269546;4,872151306;5;5;1,98634395;0;1;0;0;Mid-High
4;2,5;2;1;1;1;52,35474799;4,896507811;2;22;2,723242631;0;1;0;0;Mid-High
4;1;2;1;2;1;52,35982176;4,895927728;2;0;2,165273345;0;1;0;0;Mid-High
1;1;1;1;1;1;52,35139111;4,88781907;1;0;3,187951597;0;0;1;0;Mid-High
4;1;2;1;1;1;52,38097749;4,887351894;3;12;0,843122367;0;1;0;0;Mid-High
4;1;1;1;1;1;52,35228478;4,891246535;5;0;3,040877704;1;1;0;0;Mid-High
4;1;3;2;1;2;52,36605882;4,837084387;1;1;4,474460554;0;1;0;0;Mid-High
6;2;4;1;1;1;52,3407471;4,850239349;2;5;5,421558611;0;1;0;0;Mid-High
4;2;2;2;1;2;52,37273633;4,896766253;2;7;0,739489759;0;1;0;0;Highest
2;1;1;4;1;4;52,40050022;4,895584405;1;5;2,382535846;1;1;0;0;Mid-High
7;2;5;1;1;1;52,33847935;4,848109987;1;4;5,709307191;0;1;0;0;Mid-High
6;1;3;1;1;1;52,34405126;4,95100823;3;9;5,243785824;0;1;0;0;Mid-High
5;1,5;4;1;4;1;52,36041819;4,90133112;3;14;2,089888771;0;1;0;0;Highest
4;1;1;8;2;8;52,37381438;4,898703494;3;1;0,5992907;0;1;0;0;Mid-High
6;2,5;3;1;1;1;52,37142672;4,942344951;5;0;3,036398227;0;1;0;0;Mid-High
4;1,5;3;1;4;2;52,37170107;4,859018296;4;24;2,865097276;0;1;0;0;Mid-High
4;2,5;3;2;1;2;52,3683947;4,886095912;2;25;1,502433225;1;1;0;0;Highest
4;1;2;91;1;103;52,37751401;4,88141729;2;6;1,236067716;1;1;0;0;Mid-High
3;1;1;1;2;1;52,37499381;4,880588096;2;26;1,360616773;0;1;0;0;Mid-High
2;2;1;2;1;3;52,36014079;4,880024662;2;19;2,492843763;0;1;0;0;Mid-High
6;1;2;1;5;1;52,3569993;4,840215505;2;0;4,714182525;0;1;0;0;Mid-High
6;1;3;1;2;1;52,34953363;4,941503696;2;11;4,36012445;0;1;0;0;Highest
8;1,5;4;2;6;2;52,30501397;4,952917698;2;7;9,007134684;0;1;0;0;Highest
6;2;3;18;1;25;52,37160891;4,88228515;7;0;1,436147382;0;1;0;0;Mid-High
5;1;2;1;1;1;52,38985849;4,939774516;2;0;2,982174666;0;1;0;0;Mid-High
5;1;3;1;4;1;52,3514235;4,878933123;2;16;3,384459859;0;1;0;0;Mid-High
5;1,5;2;91;1;103;52,37609582;4,944478567;2;1;3,075153689;1;1;0;0;Mid-High
10;4;4;1;7;1;52,37226899;4,910899105;2;0;1,093898912;1;1;0;0;Mid-High
8;1;4;1;1;1;52,34683718;5,002477359;3;1;7,862689703;0;0;1;0;Mid-High
4;1;2;1;4;1;52,36818954;4,879277744;2;6;1,833968911;1;1;0;0;Mid-High
6;1,5;4;1;6;1;52,32985037;4,858112689;7;0;6,15833984;0;1;0;0;Highest
4;1;2;50;1;106;52,38070448;4,882361059;3;6;1,170092455;0;1;0;0;Mid-High
6;1;2;1;1;1;52,36282667;4,838315829;2;1;4,527625361;1;1;0;0;Mid-High
6;1,5;3;1;6;2;52,370627;4,93059098;2;19;2,31817555;0;1;0;0;Mid-High
6;2;2;1;4;1;52,37528619;4,943061737;3;30;2,991403135;0;0;1;0;Mid-High
5;2;4;1;4;1;52,37400672;4,87260184;1;39;1,90898199;0;1;0;0;Mid-High
4;3;3;1;4;1;52,35071266;4,909873732;7;1;3,242804121;1;1;0;0;Highest
3;1;0;91;2;103;52,36203976;4,886529677;2;0;2,097123768;1;1;0;0;Highest
4;2;2;1;1;1;52,36896857;4,87747166;2;0;1,873323142;0;1;0;0;Highest
4;1;2;1;1;1;52,3727136;4,897343717;1;6;0,733379143;0;1;0;0;Mid-High
5;1;3;1;1;1;52,3926162;4,937733556;3;0;2,995849999;0;1;0;0;Mid-High
4;1;3;1;1;1;52,34362288;4,895165761;4;27;3,962873546;0;1;0;0;Mid-High
4;2;3;1;1;1;52,35233201;4,91075844;2;1;3,081873141;0;1;0;0;Mid-High
4;1;2;1;2;1;52,38355711;4,877300607;3;95;1,577658384;1;1;0;0;Mid-High
4;1;3;1;2;1;52,37707965;4,859919311;2;40;2,690546734;0;1;0;0;Mid-High
4;1,5;3;1;1;1;52,35985957;4,860919762;3;0;3,382513159;0;1;0;0;Mid-High
4;2;2;3;4;3;52,36791162;4,884194557;2;3;1,624506349;0;1;0;0;Highest
8;2;4;2;4;2;52,36278242;4,87793191;2;25;2,33487752;0;1;0;0;Highest
5;1;2;2;5;2;52,37258826;4,881637384;2;7;1,412496903;0;1;0;0;Mid-High
4;1;2;1;1;1;52,36901612;4,901942339;3;15;1,143228673;0;1;0;0;Mid-High
6;2;4;2;4;2;52,35671778;4,855955864;4;0;3,864876579;0;1;0;0;Highest
4;1;1;1;2;1;52,37379606;4,879706921;3;11;1,466129925;0;1;0;0;Mid-High
4;1;2;1;1;1;52,34133825;4,853227606;2;1;5,246270996;0;1;0;0;Mid-High
4;1;2;1;4;1;52,36093148;4,898019302;2;66;2,031128602;0;1;0;0;Mid-High
6;2;2;1;1;1;52,35303212;4,893998794;3;0;2,929964704;0;1;0;0;Mid-High
4;1;2;1;4;1;52,37921284;4,875796754;1;51;1,603217255;0;1;0;0;Mid-High
4;1,5;1;2;1;2;52,36752365;4,909487288;3;4;1,464888297;1;0;1;0;Mid-High
3;1,5;1;1;1;1;52,3720987;4,886664381;2;0;1,170857268;0;1;0;0;Mid-High
5;1,5;3;1;4;1;52,35973869;4,862871245;1;17;3,29011948;0;1;0;0;Highest
4;1;2;1;1;1;52,36123276;4,905367944;3;0;2,035641226;0;1;0;0;Mid-High
6;2;4;1;6;1;52,36010066;4,980200476;1;4;5,876337137;0;1;0;0;Mid-High
4;1;2;2;1;2;52,35541917;4,891371998;2;10;2,697432802;0;1;0;0;Mid-High
2;1;4;1;1;1;52,35500592;4,879658266;5;0;3,003636767;1;1;0;0;Mid-High
6;1;3;1;6;1;52,34619504;4,864927097;2;27;4,350308979;0;1;0;0;Mid-High
4;1;2;3;1;3;52,36262659;4,885633152;2;0;2,064898929;0;0;1;0;Mid-High
4;1;2;2;1;2;52,38243016;4,880950035;2;13;1,30431506;0;1;0;0;Mid-High
4;1;2;91;1;103;52,37449425;4,89800505;2;1;0,530597243;1;1;0;0;Highest
4;1;2;1;2;1;52,35219808;4,910040033;2;30;3,084547789;0;1;0;0;Mid-High
7;1,5;2;2;2;2;52,37413012;4,894356034;2;0;0,659212288;0;1;0;0;Mid-High
6;2;4;3;4;3;52,38038268;4,868951714;3;4;2,071767748;0;1;0;0;Mid-High
6;2;3;2;1;2;52,36222283;4,874336735;7;31;2,540353651;0;1;0;0;Mid-High
2;1;1;1;1;1;52,37213868;4,87896263;3;19;1,594349531;0;1;0;0;Mid-High
4;2,5;2;2;1;2;52,36618509;4,896076696;2;1;1,462870281;0;1;0;0;Mid-High
4;2;3;1;1;1;52,36295431;4,872592081;1;2;2,563303418;0;1;0;0;Highest
4;1;2;1;1;1;52,35872397;4,851853725;3;2;3,948756772;0;1;0;0;Mid-High
2;1;1;1;1;1;52,36102457;4,865612638;2;0;3,056021489;0;1;0;0;Mid-High
6;1;3;4;1;4;52,3708958;4,913083466;3;47;1,306579794;0;0;1;0;Mid-High
4;1;2;1;1;1;52,36504009;4,876417571;5;0;2,215840504;0;1;0;0;Mid-High
6;2;3;1;1;1;52,38258181;4,889706656;2;2;0,759767905;1;1;0;0;Highest
8;2;4;1;1;1;52,37244527;4,950876153;2;33;3,569569704;0;1;0;0;Mid-High
4;2;4;1;5;1;52,34284816;4,902888699;3;5;4,045191589;0;1;0;0;Highest
6;1;2;2;4;2;52,37411901;4,879092655;1;3;1,490318026;0;1;0;0;Mid-High
4;1;2;1;1;1;52,3521254;4,892142836;2;3;3,047835499;0;1;0;0;Highest
6;1;3;1;1;1;52,35212965;4,90691;4;3;3,049497364;0;1;0;0;Mid-High
4;3,5;2;1;1;1;52,37163326;4,884279474;2;23;1,327225058;0;1;0;0;Highest
6;1;4;1;1;1;52,37458115;4,881161484;2;65;1,340978549;1;1;0;0;Mid-High
4;1,5;1;20;2;24;52,39294568;4,871919995;3;3;2,412167998;0;1;0;0;Mid-High
4;1,5;2;91;1;103;52,35269812;4,849222354;2;0;4,502545038;1;1;0;0;Highest
6;1;3;1;4;1;52,37051782;4,894059133;2;19;1,030199096;1;1;0;0;Highest
8;2;4;1;1;1;52,34759219;4,900270097;1;1;3,511660212;0;1;0;0;Highest
16;2;0;1;10;6;52,42622366;4,959300169;2;0;6,617735266;1;1;0;0;Highest
10;1;1;1;8;1;52,39423471;4,909487407;3;6;1,80572263;0;1;0;0;Highest
4;2;3;1;3;1;52,36616563;4,89431337;3;19;1,488289189;0;1;0;0;Highest
4;1,5;2;1;1;1;52,37739888;4,876295874;2;0;1,581947048;0;1;0;0;Highest
6;2;3;3;6;3;52,36935578;4,864380121;3;6;2,61697172;0;1;0;0;Highest
4;1,5;2;1;2;1;52,35646103;4,897849973;3;1;2,527925937;1;1;0;0;Highest
6;1,5;2;3;4;3;52,36245754;4,885913904;2;2;2,073164741;0;1;0;0;Highest
12;1,5;5;1;8;1;52,35353191;4,875139571;2;80;3,293303363;0;1;0;0;Highest
12;1;0;1;1;1;52,35465313;5,006721368;2;12;7,773834528;0;1;0;0;Highest
5;2;4;1;1;1;52,38566041;4,895411968;5;1;0,76907234;0;1;0;0;Highest
8;2;3;1;6;1;52,37172199;4,950253878;2;0;3,546275261;0;1;0;0;Highest
5;2;4;1;4;1;52,36431529;4,883262151;2;16;1,983752409;0;1;0;0;Highest
4;1;2;2;1;2;52,36557579;4,902317773;3;22;1,525394952;0;1;0;0;Highest
8;1;3;1;2;2;52,3582044;4,903126617;2;27;2,345358274;0;1;0;0;Highest
4;1,5;2;1;1;1;52,37639301;4,892723357;2;18;0,550984261;0;1;0;0;Highest
4;2;4;1;4;1;52,36262425;4,887944173;3;0;1,998944981;1;1;0;0;Highest
4;1;4;1;1;1;52,35448059;4,88958308;2;15;2,825865826;0;1;0;0;Highest
3;1;2;1;1;1;52,36916961;4,873174309;2;17;2,100651503;0;1;0;0;Highest
4;2;3;2;1;2;52,37388488;4,878759067;3;0;1,521187265;0;1;0;0;Highest
8;2;4;1;1;1;52,36919834;4,858761938;2;22;2,97406546;0;1;0;0;Highest
6;2;4;1;6;1;52,38909527;4,94012917;6;6;2,971834037;0;1;0;0;Highest
4;2;2;91;1;103;52,36463441;4,897287212;2;2;1,623906583;1;1;0;0;Highest
4;1;2;1;1;1;52,36338;4,899047868;3;0;1,756969098;0;1;0;0;Highest
5;1,5;3;1;1;1;52,37913111;4,874231782;7;0;1,709387692;1;1;0;0;Highest
6;1;3;1;4;1;52,35324893;4,862027644;2;2;3,840662702;0;1;0;0;Highest
2;1;1;91;1;103;52,3831822;4,87321291;2;0;1,832933881;1;1;0;0;Highest
5;2;3;1;5;2;52,36606723;4,921958059;3;9;2,112354242;0;1;0;0;Highest
2;1;1;1;1;1;52,37075784;4,881421731;2;2;1,539648372;0;1;0;0;Highest
4;1;2;8;1;9;52,37073059;4,883605617;3;8;1,426929013;0;1;0;0;Highest
4;2;4;1;2;1;52,36508675;4,876142325;3;0;2,225382825;1;1;0;0;Highest
6;1,5;4;1;1;1;52,34307037;4,90893243;2;1;4,065148852;0;1;0;0;Highest
8;2;4;2;5;2;52,36712654;4,871302255;4;4;2,332083597;0;1;0;0;Highest
6;2;4;1;1;1;52,3549068;4,881319394;3;8;2,965033278;0;1;0;0;Highest
4;3;6;1;1;1;52,36367045;4,886148307;7;28;1,945772389;1;0;1;0;Highest
16;3;7;1;15;3;52,39282759;4,88184686;2;31;1,928566608;0;1;0;0;Highest
16;2;6;1;1;1;52,40300748;4,893394722;2;31;2,678300098;0;1;0;0;Highest
4;1;2;91;1;103;52,38268295;4,854402718;2;1;3,078925864;1;1;0;0;Highest
4;1;2;1;1;1;52,37448829;4,90018193;1;2;0,524845338;0;1;0;0;Highest
4;1,5;2;1;2;1;52,37464696;4,884222722;1;10;1,148545852;0;1;0;0;Highest
16;8;10;3;12;3;52,39998184;4,892885433;1;2;2,352862272;0;1;0;0;Highest
4;1;3;1;4;1;52,38849936;4,929066222;3;16;2,26071539;0;1;0;0;Highest
6;1;2;3;4;3;52,37530495;4,881221522;2;7;1,308517584;1;1;0;0;Highest
6;1;3;1;1;1;52,34963985;4,89111057;3;19;3,331838568;0;1;0;0;Highest
4;1,5;2;3;2;3;52,37141662;4,883878396;3;2;1,363530078;1;1;0;0;Highest
8;2;4;1;4;1;52,37194771;4,871825441;2;11;2,038322162;0;1;0;0;Highest
6;2,5;3;2;1;2;52,36330095;4,857938377;2;1;3,322978869;0;1;0;0;Highest
5;1;2;1;4;1;52,37862464;4,879444965;2;47;1,35719962;0;1;0;0;Highest
6;1;3;8;1;8;52,37232115;4,898786136;3;3;0,764442877;0;1;0;0;Highest
6;1;3;1;1;1;52,36522089;4,876389386;3;1;2,202983324;0;1;0;0;Highest
4;1;1;3;2;3;52,36931753;4,897661973;4;0;1,103513336;0;1;0;0;Highest
6;2;4;1;1;1;52,35843487;4,903377969;7;1;2,321801546;0;1;0;0;Highest
16;8;10;3;12;3;52,39940433;4,89510093;1;9;2,265543331;0;1;0;0;Highest
4;2,5;2;91;1;103;52,3546386;4,937632862;2;3;3,763240754;1;1;0;0;Highest
4;1;3;1;4;1;52,37627546;4,880248869;2;43;1,340925744;0;1;0;0;Highest
4;1;2;1;3;1;52,36376;4,89419441;3;22;1,750973068;0;1;0;0;Highest
4;1,5;4;1;1;1;52,3820383;4,883798803;3;11;1,106630782;0;1;0;0;Highest
4;1;1;1;2;1;52,36444928;4,904694887;2;0;1,676434289;0;1;0;0;Medium
2;1;1;1;1;1;52,37221494;4,863681061;2;8;2,54608302;0;1;0;0;Medium
4;1;2;1;2;1;52,37598473;4,892242059;3;1;0,603835224;1;1;0;0;Medium
2;1;1;1;1;1;52,34918281;4,861484935;3;1;4,212924175;1;1;0;0;Medium
4;1;3;1;1;1;52,36292539;4,867813561;4;3;2,804989983;0;1;0;0;Medium
2;1;1;1;1;1;52,3636969;4,855288413;2;4;3,454456807;0;1;0;0;Medium
4;1;2;1;1;1;52,38798509;4,879875175;5;7;1,647679052;0;1;0;0;Medium
4;1;2;1;1;1;52,35388225;4,897564041;2;3;2,815066883;0;1;0;0;Medium
2;1;1;1;1;1;52,36134016;4,856022415;2;12;3,550808999;0;1;0;0;Medium
4;1;2;1;2;1;52,35345899;4,896806628;2;7;2,864790274;0;1;0;0;Medium
4;1;0;1;4;1;52,37354535;4,887880808;2;5;1,003628853;0;1;0;0;Medium
4;1;2;1;4;1;52,38938617;4,907732836;1;8;1,265353739;0;1;0;0;Medium
4;2,5;3;2;1;2;52,35151171;4,89605747;2;23;3,084149408;0;1;0;0;Medium
4;1;3;1;1;1;52,36171253;4,858064891;4;4;3,413013974;0;1;0;0;Medium
4;1;2;1;4;1;52,37571711;4,874708128;1;0;1,720932892;0;1;0;0;Medium
4;1;2;2;1;2;52,35128003;4,780607465;1;1;8,638779281;0;1;0;0;Medium
2;1;1;1;1;1;52,36314066;4,862843774;1;17;3,056526695;0;1;0;0;Medium
2;1;1;1;1;1;52,35621175;4,931723098;2;9;3,364587817;0;1;0;0;Medium
2;1;1;1;2;1;52,35027535;4,888105378;3;7;3,30366426;0;1;0;0;Medium
4;1;2;1;2;1;52,36986863;4,92311315;4;14;1,911544957;0;1;0;0;Medium
4;1;2;9;2;10;52,36577433;4,885028801;3;26;1,782402121;0;1;0;0;Medium
2;1;1;1;1;1;52,37012451;4,866322816;3;14;2,46163073;0;1;0;0;Medium
5;1;2;1;1;1;52,37698171;4,908342629;2;2;0,652396827;0;1;0;0;Medium
3;1;1;2;2;3;52,3773236;4,897055821;2;1;0,262546676;0;1;0;0;Medium
3;1;2;1;1;1;52,38170367;4,882846014;3;0;1,159187451;0;1;0;0;Medium
2;1;1;4;1;5;52,35312966;4,874549518;4;5;3,352066728;0;0;1;0;Medium
2;1;1;1;1;3;52,37705585;4,87688162;3;7;1,547919339;0;1;0;0;Medium
2;1;1;1;1;1;52,36052298;4,858654251;2;1;3,457879318;0;1;0;0;Medium
3;1;2;1;1;1;52,36448534;4,867582449;2;10;2,709018957;1;1;0;0;Medium
2;1;1;1;1;1;52,36436709;4,907445723;2;36;1,734524491;0;0;1;0;Medium
4;1,5;2;1;2;1;52,37126016;4,907294511;3;37;1,030004982;0;1;0;0;Medium
5;1;2;1;4;1;52,37394254;4,857894281;10;3;2,877468802;0;1;0;0;Medium
2;1;1;1;1;1;52,35889306;4,86618877;3;47;3,189670106;1;1;0;0;Medium
4;1;3;1;1;1;52,38132022;4,853038545;4;2;3,155828719;0;1;0;0;Medium
2;1;1;1;1;0;52,35643025;4,921214092;2;1;2,929290779;0;1;0;0;Medium
4;1;2;1;2;1;52,37709889;4,855513671;2;5;2,988217462;0;1;0;0;Medium
2;1;1;1;1;1;52,36445668;4,888706598;2;8;1,791537218;0;1;0;0;Medium
3;1;1;1;1;1;52,36847462;4,872228715;21;0;2,196223059;0;1;0;0;Medium
2;1;1;1;1;1;52,37081988;4,886811019;2;8;1,264092454;0;1;0;0;Medium
4;1;2;1;2;1;52,36009797;4,86061162;2;18;3,382003485;0;1;0;0;Medium
2;1;1;1;2;1;52,35411403;4,940297555;3;1;3,931104718;0;0;1;0;Medium
4;1,5;3;2;4;2;52,36417887;4,934233049;2;5;2,890915827;0;1;0;0;Medium
4;1;1;9;2;11;52,35662364;4,898585959;7;7;2,508233769;1;1;0;0;Medium
2;1;1;1;1;1;52,35203171;4,91835306;3;2;3,279637319;0;1;0;0;Medium
2;1;1;1;2;1;52,37374661;4,859772752;2;4;2,757499613;0;1;0;0;Medium
2;1;1;2;1;3;52,35565163;4,879227386;1;2;2,953066461;0;0;1;0;Medium
2;1;1;1;1;1;52,37506198;4,891093371;2;10;0,728173647;0;1;0;0;Medium
4;1;3;1;2;1;52,35544182;4,900319675;3;10;2,63959662;0;1;0;0;Medium
4;1;2;1;2;1;52,36323569;4,876529376;2;10;2,357362642;0;1;0;0;Medium
4;1;2;2;2;2;52,35542586;4,897441527;3;10;2,644129692;0;1;0;0;Medium
4;1,5;2;25;1;25;52,36483106;4,889121027;2;6;1,742121682;1;1;0;0;Medium
4;1;1;1;2;1;52,37992464;4,874949161;8;9;1,662708473;0;1;0;0;Medium
2;1;1;1;2;1;52,34163476;4,907463945;2;2;4,208673658;0;1;0;0;Medium
2;1;1;2;2;2;52,36905032;4,88688201;4;40;1,412149223;0;0;1;0;Medium
2;1;1;1;1;1;52,36128765;4,862706764;2;69;3,188369941;1;1;0;0;Medium
4;1;0;1;2;1;52,35273416;4,895026758;1;0;2,95494771;1;1;0;0;Medium
4;1;1;1;2;1;52,34256401;4,912855061;2;2;4,170665179;0;1;0;0;Medium
2;1,5;1;1;1;1;52,35738452;4,89538945;3;6;2,438493216;0;1;0;0;Medium
