accommodates;bathrooms;bedrooms;calculated_host_listings_count;guests_included;host_listings_count;latitude;longitude;minimum_nights;number_of_reviews;d_centre;instant_bookable_t;room_type_Entire home/apt;room_type_Private room;room_type_Shared room;price_category
3;1;2;2;1;2;52,38378732;4,851326405;3;0;3,302746206;0;1;0;0;Medium
4;1,5;2;1;2;1;52,35247956;4,901900586;2;9;2,972816302;0;1;0;0;Medium
4;1;2;1;3;1;52,35253429;4,856152611;3;10;4,171019575;0;1;0;0;Medium
4;1;2;2;2;2;52,36692174;4,900655626;1;331;1,365729863;0;1;0;0;Medium
6;2;3;1;1;1;52,34395301;4,779640118;3;0;9,023059856;0;1;0;0;Medium
2;1;1;2;1;2;52,36642938;4,906143045;3;17;1,489243619;0;0;1;0;Medium
4;1;2;1;2;1;52,37008694;4,860654584;2;10;2,81839852;0;1;0;0;Medium
3;1;2;1;2;1;52,38406568;4,877335578;3;5;1,593713787;0;1;0;0;Medium
2;1;1;1;1;1;52,36221615;4,86309676;4;0;3,103957597;0;1;0;0;Medium
4;1,5;1;1;1;1;52,36903082;4,868201721;3;0;2,400623265;0;1;0;0;Medium
2;1;1;1;1;1;52,35825523;4,905003925;4;15;2,356798391;0;1;0;0;Medium
2;1;1;1;1;1;52,36966194;4,862832478;3;19;2,699197242;0;1;0;0;Medium
2;1;1;1;1;1;52,36276182;4,937600568;2;5;3,168415304;0;1;0;0;Medium
2;1;1;1;1;1;52,3423104;4,911890402;2;9;4,184454028;0;1;0;0;Medium
5;1;3;1;5;1;52,3410069;4,916945905;3;1;4,406336826;0;1;0;0;Medium
2;1,5;0;2;1;3;52,36063804;4,892718163;3;14;2,111191619;0;1;0;0;Medium
2;1;1;1;1;1;52,37010416;4,860457066;17;8;2,830226231;0;1;0;0;Medium
4;1;2;1;2;1;52,35611782;4,852793815;2;1;4,072670147;0;1;0;0;Medium
5;1;2;2;1;2;52,36725556;4,884576824;4;0;1,665574071;0;1;0;0;Medium
4;1;1;5;1;5;52,36141653;4,887516942;2;86;2,133992197;0;1;0;0;Medium
4;1;2;1;3;1;52,3559697;4,901919818;3;13;2,585768014;0;1;0;0;Medium
4;1;2;4;2;4;52,36540975;4,883152996;7;8;1,887933683;1;0;1;0;Medium
3;1;1;1;2;1;52,36082925;4,856667425;2;0;3,546959178;0;1;0;0;Medium
2;1;1;1;1;1;52,38078049;4,868677193;4;4;2,093612362;0;1;0;0;Medium
2;1;0;1;2;1;52,37486712;4,879492515;2;60;1,435317594;0;0;1;0;Medium
2;1;1;1;1;1;52,37782522;4,852731697;1;9;3,171492269;0;0;1;0;Medium
5;1,5;4;1;1;1;52,39718732;4,905340997;2;0;2,039832952;0;1;0;0;Highest
6;1;3;1;4;1;52,42097097;4,905993007;7;2;4,664294966;0;1;0;0;Medium
6;1;2;1;2;1;52,41234543;4,906723743;1;31;3,717549138;0;1;0;0;Medium
4;2;2;1;2;1;52,38311273;4,965958749;7;3;4,533686871;0;1;0;0;Medium
2;1;1;1;2;1;52,38252373;4,87508895;3;205;1,692239608;1;1;0;0;Medium
2;1;1;1;1;1;52,33880035;4,9099616;2;12;4,544735814;1;1;0;0;Medium
2;1;1;1;1;1;52,37018939;4,876250187;1;11;1,863676402;0;1;0;0;Medium
4;1;3;10;2;10;52,35819875;4,902713176;3;4;2,343151195;0;1;0;0;Medium
4;1;1;1;1;1;52,36945652;4,895562386;2;24;1,112911924;0;1;0;0;Medium
2;1;1;1;1;1;52,35840753;4,924140718;4;15;2,853757572;0;1;0;0;Medium
5;1;3;1;1;1;52,3629853;4,934961176;1;5;3,008877625;0;1;0;0;Medium
6;2;3;1;1;1;52,3642292;4,983889113;1;0;5,966412668;0;1;0;0;Medium
2;1;1;1;1;1;52,36147647;4,889830219;2;11;2,073293369;0;1;0;0;Medium
5;1;3;1;1;1;52,35760071;4,992222125;5;6;6,737540569;0;1;0;0;Medium
2;1;1;1;1;1;52,35649356;4,907805052;4;1;2,585246183;0;1;0;0;Medium
4;1;2;25;1;25;52,36220144;4,853141064;2;14;3,664327099;1;1;0;0;Medium
2;1;1;1;1;1;52,35520528;4,900102685;3;13;2,665583103;0;1;0;0;Medium
4;1;1;8;2;16;52,37368899;4,890146498;2;4;0,877645479;0;0;1;0;Medium
4;1;2;1;2;1;52,37184939;4,949284273;2;18;3,47900614;0;1;0;0;Medium
4;1,5;2;1;4;1;52,37033832;4,938137262;2;29;2,804029843;0;1;0;0;Medium
4;1;0;1;2;1;52,36808422;4,831995726;2;0;4,738512915;0;1;0;0;Medium
4;1;3;1;2;1;52,39120288;4,923323863;2;10;2,099639751;0;1;0;0;Medium
3;1;1;1;2;1;52,35825578;4,855552858;4;4;3,778184817;0;1;0;0;Medium
5;1;2;1;4;1;52,39210469;4,943757446;2;152;3,331444228;0;0;1;0;Medium
4;1;3;1;1;1;52,40542503;4,933314821;5;0;3,71213568;0;1;0;0;Medium
2;1;1;1;1;1;52,35174457;4,902498363;5;5;3,056859441;0;1;0;0;Medium
2;1,5;1;15;1;15;52,37525112;4,900320914;2;17;0,44174236;0;0;1;0;Medium
4;1;2;1;2;1;52,3523957;4,905599668;4;22;3,006687258;0;1;0;0;Medium
4;1;2;2;2;2;52,37148498;4,869354319;3;6;2,212737629;0;1;0;0;Medium
4;1,5;2;1;2;1;52,3769916;4,884511378;2;28;1,04112988;0;1;0;0;Medium
2;1;1;50;1;106;52,36253812;4,914782811;3;18;2,12334828;0;1;0;0;Medium
2;1;1;1;1;1;52,38177605;4,869397324;3;7;2,05744162;0;1;0;0;Medium
2;1;1;1;2;1;52,36798475;4,876647618;2;29;1,984786416;0;1;0;0;Medium
4;1;3;1;4;1;52,38801237;4,948387962;4;7;3,462368451;0;1;0;0;Medium
2;1;1;1;1;1;52,37175097;4,870910164;5;0;2,104010858;0;1;0;0;Medium
4;1;4;1;1;1;52,35082626;4,935576034;4;7;3,993681182;0;1;0;0;Medium
2;1;1;1;2;1;52,37646165;4,844101806;1;19;3,765556592;0;1;0;0;Medium
2;1;1;1;1;1;52,35075042;4,901662169;2;17;3,163865232;0;1;0;0;Medium
2;1;1;1;1;1;52,3502145;4,848790348;3;26;4,709063588;0;1;0;0;Medium
2;1;0;14;1;16;52,36659795;4,899767802;3;0;1,399368585;1;1;0;0;Medium
4;1;2;1;1;1;52,35357132;4,892971331;3;5;2,880313091;0;1;0;0;Medium
2;1;1;1;1;1;52,36215836;4,86377401;2;1;3,071545048;0;1;0;0;Medium
2;1;0;2;2;2;52,3504502;4,8861133;3;106;3,318999092;1;0;1;0;Medium
3;1;2;1;1;1;52,39274825;4,873350739;2;3;2,323630765;0;1;0;0;Medium
4;1;1;2;2;2;52,36828597;4,891281082;2;22;1,33179943;0;1;0;0;Medium
5;1;3;1;1;1;52,36260166;4,910403922;10;0;1,987938139;0;1;0;0;Medium
2;1;1;1;1;1;52,35629154;4,902454021;2;1;2,552736521;0;1;0;0;Medium
16;8;10;3;12;3;52,39938809;4,893893906;1;6;2,27582146;0;1;0;0;Highest
4;1;3;1;2;1;52,39220088;4,94125581;3;0;3,184003563;0;1;0;0;Medium
4;1,5;2;1;4;1;52,36967085;4,928838489;3;1;2,258093583;0;1;0;0;Medium
2;1;1;1;1;1;52,36063155;4,941366565;1;1;3,514006197;0;1;0;0;Medium
2;1;1;1;1;1;52,35714982;4,900550257;2;0;2,45028327;0;1;0;0;Medium
2;1;1;1;1;1;52,36434778;4,895731605;3;0;1,668221386;0;1;0;0;Medium
2;1;1;1;2;1;52,36114355;4,889087384;2;7;2,124560032;0;1;0;0;Medium
2;1;1;1;1;1;52,36081054;4,86502291;2;4;3,101788749;0;1;0;0;Medium
2;1;1;1;1;2;52,33259347;4,871330926;2;7;5,517992597;0;1;0;0;Medium
2;1;1;1;1;1;52,36709876;4,868056214;3;12;2,517127798;0;1;0;0;Medium
2;1;1;1;1;2;52,35283511;4,900038197;3;0;2,928868892;0;1;0;0;Medium
3;1;1;1;2;1;52,35399361;4,848000862;1;40;4,474071304;0;1;0;0;Medium
2;1;1;1;1;1;52,36073533;4,876549315;2;8;2,572053329;0;1;0;0;Medium
2;1,5;1;91;1;103;52,37705533;4,894493147;2;1;0,410389699;1;1;0;0;Highest
8;1,5;4;1;6;1;52,35500529;4,880773547;3;2;2,970669376;0;1;0;0;Highest
4;1,5;2;91;1;103;52,37538966;4,873150637;2;1;1,832101309;1;1;0;0;Highest
5;1;3;1;1;1;52,37314559;4,897058578;1;29;0,690590637;0;1;0;0;Highest
4;1;3;1;1;1;52,36523111;4,875298878;3;1;2,255305826;0;1;0;0;Highest
4;2;4;2;8;3;52,35597896;4,876211081;3;0;3,022356741;1;1;0;0;Highest
8;2,5;5;28;4;36;52,35906331;4,860404359;2;0;3,466042291;0;1;0;0;Highest
6;2,5;5;1;1;1;52,35620712;4,869766542;2;5;3,251702154;1;1;0;0;Highest
4;2;3;3;6;3;52,35307485;4,901270373;7;7;2,904620751;0;1;0;0;Highest
8;1;3;1;1;1;52,35807401;4,901003136;1;1;2,348829647;0;1;0;0;Highest
4;2,5;3;1;4;1;52,36126232;4,889963764;2;13;2,093101666;1;1;0;0;Highest
6;2;3;1;2;1;52,38748796;4,884673603;2;18;1,361038775;0;1;0;0;Highest
6;1;3;1;1;1;52,36162526;4,889250296;2;19;2,070395405;0;1;0;0;Highest
6;2;3;1;6;1;52,37924624;4,890226934;7;276;0,624384503;0;1;0;0;Highest
4;1,5;2;1;4;1;52,3788311;4,887736181;1;7;0,794310881;0;1;0;0;Highest
7;1;4;8;6;8;52,37447364;4,90017568;3;2;0,526424569;0;1;0;0;Highest
4;1;1;91;1;103;52,36909885;4,876784511;2;0;1,902033177;1;1;0;0;Highest
5;2;3;1;1;1;52,36301811;4,91119281;2;9;1,96621164;0;1;0;0;Highest
4;1;2;91;1;103;52,37272407;4,896201578;2;0;0,751077946;1;1;0;0;Highest
3;1,5;1;91;1;103;52,35650435;4,887435794;2;1;2,648968439;1;1;0;0;Highest
16;1,5;8;1;12;1;52,38403508;4,905561108;2;15;0,680369603;0;1;0;0;Highest
4;1;4;2;6;2;52,38959488;4,940309949;3;25;3,004142598;0;1;0;0;Highest
4;1;2;1;1;1;52,35567838;4,940376555;1;0;3,813725258;0;1;0;0;Highest
5;1;2;1;1;1;52,34216738;4,797552588;4;1;8,045204932;0;1;0;0;Highest
4;2,5;3;1;3;1;52,36212216;4,898177595;3;14;1,898460478;0;1;0;0;Highest
4;2;4;2;1;3;52,3606867;4,893018984;7;4;2,101591851;0;1;0;0;Highest
4;1;2;91;1;103;52,37078295;4,884055496;2;0;1,400220466;1;1;0;0;Highest
7;1;2;3;1;3;52,32136927;4,972921345;2;0;8,13437192;1;1;0;0;Highest
5;2;2;1;1;1;52,37038737;4,883749681;5;2;1,445129093;0;1;0;0;Highest
4;1;1;2;4;2;52,36268224;4,90230384;2;10;1,84464273;0;1;0;0;Highest
6;2;3;1;4;1;52,36720204;4,902946093;2;47;1,353231536;0;1;0;0;Highest
5;1;3;1;1;1;52,35497016;4,866389628;2;5;3,502795948;0;1;0;0;Highest
4;1;2;2;2;2;52,35804824;4,873794481;3;15;2,92314356;0;0;1;0;Highest
2;1;1;2;1;2;52,37529835;4,857196176;3;149;2,897538661;0;0;1;0;Low
2;0;1;1;1;1;52,36275627;4,951517161;1;87;3,977812574;0;0;1;0;Low
2;1;1;1;1;1;52,37025983;4,855312313;2;1;3,153256632;1;0;1;0;Low
2;1;1;1;1;1;52,3628801;4,865041219;1;1;2,95441205;0;1;0;0;Low
2;1;1;1;1;1;52,34902664;5,009444637;6;6;8,183191726;0;0;1;0;Low
1;1;1;1;1;1;52,36475007;4,935837944;2;59;2,945444973;0;0;1;0;Low
2;1;1;1;2;1;52,39142208;4,908194475;14;18;1,483666419;0;1;0;0;Low
6;1;4;1;7;1;52,3500521;4,870613859;2;7;3,782507269;0;1;0;0;Highest
2;1;0;2;1;2;52,35555706;4,898290688;3;109;2,627241859;1;0;1;0;Medium
2;1;1;4;1;4;52,37861183;4,895389186;1;0;0,281578031;0;0;1;0;Medium
2;1;1;1;1;1;52,37343993;4,891127096;2;9;0,851755193;1;0;1;0;Medium
2;1;1;50;1;106;52,3828632;4,873069819;2;3;1,834143666;0;1;0;0;Medium
4;1;2;1;1;1;52,35315249;4,888819422;2;26;2,981560432;1;1;0;0;Medium
4;1;1;2;2;2;52,38120546;4,882152871;2;9;1,193253838;0;1;0;0;Medium
4;2;2;2;2;4;52,36916479;4,884445345;3;55;1,508131312;0;1;0;0;Medium
3;1;1;1;1;1;52,379625;4,924811659;4;0;1,722355496;0;1;0;0;Medium
4;1;1;9;2;9;52,36466216;4,899747466;7;11;1,614439356;0;0;1;0;Medium
3;1;1;1;2;1;52,39599182;4,880725825;2;132;2,25740412;1;0;1;0;Medium
5;1,5;2;1;4;1;52,36861952;4,943601396;2;1;3,218592027;0;1;0;0;Medium
5;1,5;3;1;5;1;52,33216906;4,872523598;2;6;5,535043499;0;1;0;0;Medium
5;2;3;2;1;2;52,30749088;4,95543332;2;0;8,828102945;1;0;1;0;Medium
2;1,5;1;1;2;1;52,35890225;4,896814899;3;45;2,26134475;0;1;0;0;Medium
2;1;1;1;1;1;52,35152848;4,852928802;3;9;4,405099664;0;1;0;0;Medium
2;1;1;1;1;1;52,36149482;4,864930264;2;12;3,057054533;1;1;0;0;Medium
4;1;2;1;1;1;52,39621125;4,945447656;2;0;3,649416195;0;1;0;0;Medium
4;1;1;1;2;1;52,36396477;4,940956657;2;6;3,286282553;0;1;0;0;Medium
2;1;1;1;1;1;52,37266136;4,877656957;2;1;1,64563717;0;1;0;0;Medium
3;1;1;1;2;1;52,36276665;4,861231418;3;25;3,169770884;0;1;0;0;Medium
4;1,5;4;1;2;1;52,36294855;4,866761366;2;1;2,858328153;0;1;0;0;Medium
3;1,5;1;1;1;1;52,37609994;4,876013132;2;10;1,625258135;0;1;0;0;Medium
2;1,5;1;1;1;1;52,34443878;4,906792334;3;14;3,893799679;0;1;0;0;Medium
3;1;1;1;2;1;52,36227006;4,933698917;2;8;2,990054624;0;1;0;0;Medium
2;1,5;1;1;1;1;52,38098169;4,881673771;1;29;1,220889391;0;1;0;0;Medium
2;1;1;1;1;1;52,37826604;4,882359533;5;9;1,162578239;0;1;0;0;Medium
2;1;1;1;2;1;52,36905369;4,929110753;2;6;2,307133958;0;1;0;0;Medium
4;1;2;1;1;1;52,36017551;4,866482914;3;13;3,075985336;0;1;0;0;Medium
2;1;1;1;2;1;52,34098504;4,903103733;1;33;4,252729084;0;1;0;0;Medium
2;1;1;1;1;1;52,37802721;4,873111697;2;4;1,790040105;0;1;0;0;Medium
4;2;3;1;4;1;52,37156562;4,930824018;1;17;2,292014674;0;1;0;0;Medium
2;1;1;1;1;1;52,35925;4,860646897;3;0;3,440083614;0;1;0;0;Medium
4;1;1;1;2;1;52,34332513;4,903252066;1;20;3,993803688;0;1;0;0;Medium
2;1,5;1;1;1;1;52,36949442;4,854693981;1;11;3,220572436;0;1;0;0;Medium
4;1;2;1;4;1;52,34754532;4,898478738;1;8;3,517001152;1;1;0;0;Medium
4;1;1;1;1;1;52,3842637;4,857045709;2;4;2,929800978;0;1;0;0;Medium
2;1;1;1;1;1;52,35262293;4,900525828;60;34;2,953092243;0;1;0;0;Medium
2;1;1;3;1;3;52,36782106;4,8974062;3;39;1,270710707;0;1;0;0;Medium
2;1;1;1;1;1;52,36776253;4,877963975;2;12;1,932197171;0;1;0;0;Medium
2;1;1;1;1;1;52,35166505;4,887685418;2;6;3,160737842;0;1;0;0;Medium
3;1,5;2;1;1;1;52,37005953;4,88929995;3;2;1,225408164;1;1;0;0;Highest
4;1,5;2;2;1;2;52,35406257;4,93645634;3;1;3,756053705;0;1;0;0;Medium
2;1;1;1;1;1;52,36716306;4,866364908;2;3;2,611211907;0;0;1;0;Medium
2;1;1;1;1;1;52,37100476;4,848441369;2;0;3,576733128;0;1;0;0;Medium
16;2;10;2;16;2;52,36868586;4,918737993;2;54;1,754404277;0;1;0;0;Mid-High
6;1;4;1;5;2;52,35461006;4,875478439;4;8;3,178313055;0;1;0;0;Highest
5;2;4;2;5;2;52,355831;5,001259081;2;0;7,380754358;0;1;0;0;Mid-High
4;2;3;1;3;1;52,35582604;4,881684903;2;61;2,861853518;0;1;0;0;Mid-High
6;2;2;25;4;27;52,3781202;4,878743993;2;17;1,408325411;1;1;0;0;Mid-High
4;1;2;1;1;1;52,39014203;4,88839267;2;11;1,428986189;0;1;0;0;Mid-High
4;1,5;3;1;1;1;52,38409975;4,884714897;7;0;1,137631858;1;1;0;0;Mid-High
4;2;2;1;1;1;52,35965184;4,889134565;5;0;2,280699855;1;1;0;0;Mid-High
7;2;3;1;1;1;52,36461253;4,926565773;10;0;2,452138182;0;1;0;0;Mid-High
4;2;2;1;1;1;52,3611562;4,875294817;6;0;2,58792035;0;1;0;0;Mid-High
2;1,5;1;3;2;3;52,36685133;4,882141978;3;11;1,804309437;0;0;1;0;Mid-High
2;1;1;1;2;1;52,36763213;4,945865806;2;12;3,402006642;0;1;0;0;Mid-High
3;1;2;1;3;2;52,35905743;4,876319635;4;1;2,731971599;0;1;0;0;Mid-High
2;1;0;3;1;3;52,3700384;4,880055443;1;3;1,661874633;0;1;0;0;Mid-High
4;1,5;2;1;1;1;52,36274663;4,872623299;2;1;2,578106338;0;1;0;0;Mid-High
3;1,5;2;1;1;1;52,34864322;4,802723947;4;2;7,388248524;0;1;0;0;Low
2;1;1;1;1;1;52,36910434;4,924132289;3;2;2,015972535;0;1;0;0;Low
2;0,5;1;1;1;1;52,34527162;4,901877489;2;40;3,772727314;0;1;0;0;Low
2;1;1;1;1;1;52,36318555;4,933377694;1;1;2,909854413;0;1;0;0;Low
4;1;1;1;2;1;52,38362418;4,858753537;2;24;2,802866428;0;1;0;0;Low
2;1;1;1;1;1;52,36720302;4,892132237;3;1;1,421010328;0;1;0;0;Low
3;1;1;4;2;4;52,38311844;4,893748819;3;16;0,582432971;1;0;1;0;Low
5;1;3;1;2;1;52,35591651;4,877233499;2;19;2,992775949;0;1;0;0;Mid-High
4;1;2;1;2;1;52,34989868;4,848013133;2;2;4,771565131;0;1;0;0;Low
6;1;3;1;2;1;52,34220259;4,848676943;1;4;5,362497012;0;1;0;0;Highest
4;2;1;1;2;1;52,38936823;4,92845041;2;19;2,270175913;1;1;0;0;Low
1;1;1;1;1;1;52,3682813;4,849124115;2;20;3,621813083;0;0;1;0;Low
2;1;1;1;1;1;52,34962179;4,848056092;4;0;4,790493382;0;1;0;0;Low
2;1;1;1;1;1;52,35811365;4,860016536;2;1;3,554831259;0;1;0;0;Low
6;1;4;1;1;1;52,36375757;4,871988086;5;0;2,531259394;0;1;0;0;Highest
4;1;2;2;3;2;52,34607043;4,890360187;2;11;3,731425493;0;1;0;0;Mid-High
2;1;1;1;1;1;52,36988746;4,850964431;3;0;3,446688487;0;1;0;0;Low
2;1;1;1;2;1;52,35722519;4,926017874;1;4;3,035031823;0;1;0;0;Low
2;1;1;1;1;1;52,40631459;4,922417798;1;18;3,39354146;0;0;1;0;Low
2;1;1;1;1;1;52,37951299;4,854446242;2;20;3,05171634;0;1;0;0;Low
4;2;2;1;2;1;52,35737102;4,858545552;1;0;3,684304636;1;1;0;0;Medium
3;1,5;1;1;2;1;52,35589373;4,90925329;2;9;2,67310507;0;1;0;0;Medium
2;1;1;1;1;1;52,38406176;4,889877177;3;0;0,844491341;0;1;0;0;Medium
2;1;1;1;1;1;52,38738153;4,890456946;2;41;1,095138251;0;0;1;0;Medium
2;1;1;1;1;1;52,37520877;4,861646987;3;8;2,60105452;0;1;0;0;Low
4;1;2;1;2;1;52,36358946;4,983352985;3;0;5,951843243;0;1;0;0;Medium
4;2;2;1;1;1;52,35846552;4,933843209;2;8;3,27948289;0;1;0;0;Medium
